leotard	a tight-fitting garment of stretchy material that covers the body from the shoulders to the thighs (and may have long sleeves or legs reaching down to the ankles); worn by ballet dancers and acrobats for practice or performance	Wearing
lever	a rigid bar pivoted about a fulcrum	Cause_motion
lightbulb	electric lamp consisting of a transparent or translucent glass housing containing a wire filament (usually tungsten) that emits light when heated by electricity	Light_movement
limo	large luxurious car; usually driven by a chauffeur	Self_motion
limousine	large luxurious car; usually driven by a chauffeur	Self_motion
linen	a fabric woven with fibers from the flax plant	None of above
lingerie	women's underwear and nightclothes	Wearing
linoleum	a floor covering	Protecting
lipstick	makeup that is used to color the lips	Wearing
locket	a small ornamental case; usually contains a picture or a lock of hair and is worn on a necklace	Containing
locomotive	a wheeled vehicle consisting of a self-propelled engine that is used to draw trains along railway tracks	Self_motion
loincloth	a garment that provides covering for the loins	Wearing
longboat	the largest boat carried by a merchant sailing vessel	Self_motion
longbow	a powerful wooden bow drawn by hand; usually 5-6 feet long; used in medieval England	Cause_harm
lotion	any of various cosmetic preparations that are applied to the skin	Wearing
loudspeaker	electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance	Make_noise
loveseat	small sofa that seats two people	Supporting
luggage	cases used to carry belongings when traveling	Containing
lumber	the wood of trees cut and prepared for use as building material	Building
machinery	machines or machine systems collectively	None of above
magazine	a periodic publication containing pictures and stories and articles of interest to those who purchase it or subscribe to it	Reading_activity
mailbag	pouch used in the shipment of mail	Containing
mailbox	a private box for delivery of mail	Containing
mainsail	the lowermost sail on the mainmast	Cause_motion
mallet	a sports implement with a long handle and a head like a hammer; used in sports (polo or croquet) to hit a ball	Cause_motion
mandolin	a stringed instrument related to the lute, usually played with a plectrum	Make_noise
manger	a container (usually in a barn or stable) from which cattle or horses feed	Containing
map	a diagrammatic representation of the earth's surface (or part of it)	Perception_experience
marionette	a small figure of a person operated from above with strings by a puppeteer	Performing_arts
mascara	makeup that is used to darken and thicken the eye lashes	Wearing
mask	a covering to disguise or conceal the face	Protecting
mast	a vertical spar for supporting sails	Supporting
mat	a thick flat pad used as a floor covering	Protecting
matchbook	a small folder of paper safety matches	Setting_fire
matchbox	a box for holding matches	Containing
matchstick	a short thin stick of wood used in making matches	Setting_fire
mattress	a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed	Sleep
maypole	a vertical pole or post decorated with streamers that can be held by dancers celebrating May Day	None of above
megaphone	a cone-shaped acoustic device held to the mouth to intensify and direct the human voice	Make_noise
merchandise	commodities offered for sale	Commercial_transaction
microchip	electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit	None of above
microcomputer	a small digital computer based on a microprocessor and designed to be used by one person at a time	None of above
microscope	magnifier of the image of small objects	Perception_experience
minibus	a light bus (4 to 10 passengers)	Self_motion
miniskirt	a very short skirt	Wearing
minivan	a small box-shaped passenger van; usually has removable seats; used as a family car	Self_motion
mirror	polished surface that forms images by reflecting light	Perception_experience
missile	a rocket carrying a warhead of conventional or nuclear explosives; may be ballistic or directed by remote control	Cause_harm
mitten	glove that encases the thumb separately and the other four fingers together	Wearing
moat	ditch dug as a fortification and usually filled with water	Protecting
moccasin	soft leather shoe; originally worn by Native Americans	Wearing
moneybag	a drawstring bag for holding money	Containing
mop	cleaning implement consisting of absorbent material fastened to a handle; for cleaning floors	Removing
motor	machine that converts other forms of energy into mechanical energy and so imparts motion	Cause_motion
motorbike	small motorcycle with a low frame and small wheels and elevated handlebars	Self_motion
motorboat	a boat propelled by an internal-combustion engine	Self_motion
motorbus	a vehicle carrying many passengers; used for public transport	Self_motion
motorcar	a motor vehicle with four wheels; usually propelled by an internal combustion engine	Self_motion
motorcycle	a motor vehicle with two wheels and a strong frame	Self_motion
mound	(baseball) the slight elevation on which the pitcher stands	Supporting
mousetrap	a trap for catching mice	Hunting
movie	a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement	Perception_experience
mower	garden tool for mowing grass on lawns	Cutting
muffler	a tubular acoustic device inserted in the exhaust system that is designed to reduce noise	Eclipse
mulch	a protective covering of rotting vegetable matter spread to reduce evaporation and soil erosion	Protecting
multivitamin	a pill or tablet containing several vitamins	Cure
mural	a painting that is applied to a wall surface	Perception_experience
musket	a muzzle-loading shoulder gun with a long barrel; formerly used by infantrymen	Cause_harm
muzzle	the open circular discharging end of a gun	Closure
napkin	a small piece of table linen that is used to wipe the mouth and to cover the lap in order to protect clothing	Grooming
neckband	a band around the collar of a garment	Wearing
neckerchief	a kerchief worn around the neck	Wearing
necklace	jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women)	Wearing
neckline	the line formed by the edge of a garment around the neck	Wearing
necktie	neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front	Wearing
neckwear	articles of clothing worn about the neck	Wearing
net	a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange	None of above
newspaper	a daily or weekly publication on folded sheets; contains news and articles and advertisements	Reading_activity
nightdress	lingerie consisting of a loose dress designed to be worn in bed by women	Wearing
nightgown	lingerie consisting of a loose dress designed to be worn in bed by women	Wearing
nightshirt	nightclothes worn by men	Wearing
nightstick	a short stout club used primarily by policemen	Cause_harm
nightwear	garments designed to be worn in bed	Wearing
noose	a trap for birds or small mammals; often has a slip noose	Hunting
notebook	a book with blank pages for recording notes or memoranda	Text_creation
nozzle	a projecting spout from which a fluid is discharged	Cause_fluidic_motion
nutcracker	a compound lever used to crack nuts open	Cause_to_fragment
oar	an implement used to propel or steer a boat	Cause_motion
odometer	a meter that shows mileage traversed	Dimension
oilcan	a can with a long nozzle to apply oil to machinery	Containing
oscilloscope	electronic equipment that provides visual images of varying electrical quantities	Perception_experience
oven	kitchen appliance used for baking or roasting	Cooking_creation
overcoat	a heavy coat worn over clothes in winter	Wearing
padding	artifact consisting of soft or resilient material used to fill or give shape or protect or add comfort	Protecting
paddle	small wooden bat with a flat surface; used for hitting balls in various games	Cause_motion
pager	an electronic device that generates a series of beeps when the person carrying it is being paged	Contacting
pail	a roughly cylindrical vessel that is open at the top	Containing
paintball	a capsule filled with water-soluble dye used as a projectile in playing the game of paintball	Competition
paintbox	a box containing a collection of cubes or tubes of artists' paint	Containing
paintbrush	a brush used as an applicator (to apply paint)	Create_representation
painting	graphic art consisting of an artistic composition made by applying paints to a surface	Perception_experience
pajama	a pair of loose trousers tied by a drawstring around the waist; worn by men and women in some Asian countries	Wearing
pamphlet	a small book usually having a paper cover	Reading_activity
pan	cooking utensil consisting of a wide metal vessel	Cooking_creation
pants	underpants worn by women	Wearing
pantsuit	a pair of pants and a matching jacket worn by women	Wearing
pantyhose	a woman's tights consisting of underpants and stockings	Wearing
paperback	a book with paper covers	Reading_activity
paperclip	a wire or plastic clip for holding sheets of paper together	Attaching
paperweight	a weight used to hold down a stack of papers	Inhibit_movement
parachute	rescue equipment consisting of a device that fills with air and retards your fall	Self_motion
parcel	a wrapped container	Containing
parka	a kind of heavy jacket (`windcheater' is a British term)	Wearing
patch	a small contrasting part of something	None of above
pavement	the paved surface of a thoroughfare	Supporting
pedometer	measuring instrument for recording the number of steps taken in walking	Dimension
peephole	a hole (in a door or an oven etc) through which you can peep	Perception_experience
pegboard	a board perforated with regularly spaced holes into which pegs can be fitted	Attaching
pen	a writing implement with a point from which ink flows	Text_creation
pencil	a thin cylindrical pointed writing implement; a rod of marking substance encased in wood	Text_creation
pendant	an adornment that hangs from a piece of jewelry (necklace or earring)	Wearing
pendulum	an apparatus consisting of an object mounted so that it swings freely under the influence of gravity	None of above
penlight	a small flashlight resembling a fountain pen	Light_movement
periscope	an optical instrument that provides a view of an otherwise obstructed field	Perception_experience
petticoat	undergarment worn under a skirt	Wearing
phone	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	Contacting
phonograph	machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically	Make_noise
photo	a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material	Perception_experience
photocopier	a copier that uses photographic methods of making copies	Create_representation
photocopy	a photographic copy of written or printed or graphic work	Create_representation
photograph	a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material	Perception_experience
photomontage	a montage that uses photographic images	Perception_experience
piano	a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds	Make_noise
pickaxe	a heavy iron tool with a wooden handle and a curved head that is pointed on both ends	Cutting
picture	a visual representation (of an object or scene or person or abstraction) produced on a surface	Perception_experience
pill	something that resembles a tablet of medicine in shape or size	Cure
pillbox	a small round woman's hat	Wearing
pillow	a cushion to support the head of a sleeping person	Sleep
pillowcase	bed linen consisting of a cover for a pillow	Protecting
pin	a piece of jewelry that is pinned onto the wearer's garment	Wearing
pincushion	a small stiff cushion into which pins are stuck ready for use	Attaching
pinstripe	a suit made from a fabric with very thin stripes	Wearing
pistol	a firearm that is held and fired with one hand	Cause_harm
pitchfork	a long-handled hand tool with sharp widely spaced prongs for lifting and pitching hay	Agriculture
plane	an aircraft that has a fixed wing and is powered by propellers or jets	Self_motion
plank	a stout length of sawn timber; made in a wide variety of sizes and used for many purposes	None of above
plaster	a mixture of lime or gypsum with sand and water; hardens into a smooth solid; used to cover walls and ceilings	Building
platter	a large shallow dish used for serving food	Ingestion
playhouse	plaything consisting of a small model of a house that children can play inside of	None of above
pliers	a gripping hand tool with two hinged arms and (usually) serrated jaws	None of above
pocket	a small pouch inside a garment for carrying small articles	Containing
pocketknife	a knife with a blade that folds into the handle; suitable for carrying in the pocket	Cutting
podium	a platform raised above the surrounding level to give prominence to the person on it	Supporting
pole	a long (usually round) rod of wood or metal or plastic	None of above
poncho	a blanket-like cloak with a hole in the center for the head	Wearing
pontoon	(nautical) a floating structure (as a flat-bottomed boat) that serves as a dock or to support a bridge	Supporting
pool	an excavation that is (usually) filled with water	Containing
popgun	plaything consisting of a toy gun that makes a popping sound	None of above
porcelain	ceramic ware made of a more or less translucent ceramic	None of above
pot	metal or earthenware cooking vessel that is usually round and deep; often has a handle and lid	Cooking_creation
pottery	ceramic ware made from clay and baked in a kiln	Cooking_creation
pouch	a small or medium size container for holding or carrying things	Containing
powerboat	a boat propelled by an internal-combustion engine	Self_motion
projector	an optical device for projecting a beam of light	Perception_experience
propeller	a mechanical device that rotates to push against air or water	Cause_motion
pulley	a simple machine consisting of a wheel with a groove in which a rope can run to change the direction or point of application of a force applied to the rope	Cause_motion
puppet	a small figure of a person operated from above with strings by a puppeteer	Performing_arts
purse	a container used for carrying money and small personal items or accessories (especially by women)	Containing
quilt	bedding made of two layers of cloth filled with stuffing and stitched together	Sleep
racquetball	the ball used in playing the game of racquetball	Competition
radar	measuring instrument in which the echo of a pulse of microwave radiation is used to detect and locate distant objects	Dimension
radio	medium for communication	Contacting
raft	a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers	Self_motion
rafter	one of several parallel sloping beams that support a roof	Supporting
rag	a small piece of cloth or paper	None of above
railcar	a wheeled vehicle adapted to the rails of railroad	Self_motion
raincoat	a water-resistant coat	Protecting
ratchet	mechanical device consisting of a toothed wheel or rack engaged with a pawl that permits it to move in only one direction	Cause_motion
razor	edge tool used in shaving	Grooming
receptacle	a container that is used to put or keep things in	Containing
recliner	an armchair whose back can be lowered and foot can be raised to allow the sitter to recline in it	Supporting
refrigerator	white goods in which food can be stored at low temperatures	Cause_temperature_change
respirator	a breathing device for administering long-term artificial respiration	Cure
revolver	a pistol with a revolving cylinder (usually having six chambers for bullets)	Cause_harm
rib	support resembling the rib of an animal	None of above
rickshaw	a small two-wheeled cart for one passenger; pulled by one person	Self_motion
rifle	a shoulder firearm with a long barrel and a rifled bore	Cause_harm
robe	any loose flowing garment	Wearing
robot	a mechanism that can move automatically	None of above
rocket	any vehicle self-propelled by a rocket engine	Self_motion
roof	a protective covering that covers or forms the top of a building	Protecting
roofing	material used to construct a roof	Building
rope	a strong line	None of above
rowboat	a small boat of shallow draft with cross thwarts for seats and rowlocks for oars with which it is propelled	Self_motion
rudder	a hinged vertical airfoil mounted at the tail of an aircraft and used to make horizontal course changes	Cause_motion
rug	floor covering consisting of a piece of thick heavy fabric (usually with nap or pile)	Protecting
runway	a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll	Cause_motion
sack	a bag made of paper or plastic for holding customer's purchases	Containing
sackcloth	a garment made of coarse sacking; formerly worn as an indication of remorse	Wearing
saddle	a seat for the rider of a horse or camel	Supporting
saddlebag	a large bag (or pair of bags) hung over a saddle	Containing
sailboat	a small sailing vessel; usually with a single mast	Self_motion
saltshaker	a shaker with a perforated top for sprinkling salt	Containing
sandal	a shoe consisting of a sole fastened by straps to the foot	Wearing
sarong	a loose skirt consisting of brightly colored fabric wrapped around the body; worn by both women and men in the South Pacific	Wearing
satchel	luggage consisting of a small case with a flat bottom and (usually) a shoulder strap	Containing
satellite	man-made equipment that orbits around the earth or the moon	None of above
satin	a smooth fabric of silk or rayon; has a glossy face and a dull back	None of above
saucepan	a deep pan with a handle; used for stewing or boiling	Cooking_creation
sawmill	a large sawing machine	Cutting
scabbard	a sheath for a sword or dagger or bayonet	Containing
scaffold	a platform from which criminals are executed (hanged or beheaded)	Cause_harm
scaffolding	a system of scaffolds	Supporting
scalpel	a thin straight surgical knife used in dissection and surgery	Cutting
scarecrow	an effigy in the shape of a man to frighten birds away from seeds	Protecting
scarf	a garment worn around the head or neck or shoulders for warmth or decoration	Wearing
schoolbag	a bag for carrying school books and supplies	Containing
schoolbook	a book prepared for use in schools or colleges	Education_teaching
scissors	an edge tool having two crossed pivoting blades	Cutting
scooter	a motorboat resembling a motor scooter	Self_motion
scrapbook	an album into which clippings or notes or pictures can be pasted	Reading_activity
screen	a white or silvered surface where pictures can be projected for viewing	Perception_experience
sculpture	a three-dimensional work of plastic art	Perception_experience
seaplane	an airplane that can land on or take off from water	Self_motion
searchlight	a light source with reflectors that projects a beam of light in a particular direction	Light_movement
sedan	a car that is closed and that has front and rear seats and two or four doors	Self_motion
seesaw	a plaything consisting of a board balanced on a fulcrum; the board is ridden up and down by children at either end	Competition
seismograph	a measuring instrument for detecting and measuring the intensity and direction and duration of movements of the ground (as an earthquake)	Dimension
sharkskin	a smooth crisp fabric	None of above
sharpener	any implement that is used to make something (an edge or a point) sharper	None of above
shawl	cloak consisting of an oblong piece of cloth used to cover the head and shoulders	Wearing
shears	large scissors with strong blades	Cutting
shelf	a support that consists of a horizontal surface for holding objects	Containing
shell	ammunition consisting of a cylindrical metal casing containing an explosive charge and a projectile; fired from a large gun	Cause_harm
shield	a protective covering or structure	Protecting
shingle	building material used as siding or roofing	Building
ship	a vessel that carries passengers or freight	Self_motion
shirt	a garment worn on the upper half of the body	Wearing
shoe	footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material	Wearing
shoelace	a lace used for fastening shoes	Closure
shoestring	a lace used for fastening shoes	Closure
shorts	trousers that end at or above the knee	Wearing
shotgun	firearm that is a double-barreled smoothbore shoulder weapon for firing shot at short ranges	Cause_harm
shower	a plumbing fixture that sprays water over you	Grooming
showerhead	a perforated nozzle that showers water on a bather	Cause_fluidic_motion
shrapnel	shell containing lead pellets that explodes in flight	Cause_harm
shredder	a device that shreds documents (usually in order to prevent the wrong people from reading them)	Cause_to_fragment
shuttle	badminton equipment consisting of a ball of cork or rubber with a crown of feathers	Competition
sickle	an edge tool for cutting grass or crops; has a curved blade and a short handle	Cutting
sidewall	the side of an automobile tire	None of above
sieve	a strainer for separating lumps from powdered material or grading particles	Removing
sifter	a household sieve (as for flour)	Removing
silk	a fabric made from the fine threads produced by certain insect larvae	None of above
sill	structural member consisting of a continuous horizontal timber forming the lowest member of a framework or supporting structure	Supporting
silverware	tableware made of silver or silver plate or pewter or stainless steel	Ingestion
sink	plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe	Containing
sketch	preliminary drawing for later elaboration	Create_representation
sketchbook	a book containing sheets of paper on which sketches can be drawn	Create_representation
ski	narrow wood or metal or plastic runners used in pairs for gliding over snow	Cause_motion
skillet	a pan used for frying foods	Cooking_creation
skirt	cloth covering that forms the part of a garment below the waist	Wearing
skullcap	rounded brimless cap fitting the crown of the head	Wearing
slacks	(usually in the plural) pants for casual wear	Wearing
slate	(formerly) a writing tablet made of slate	Text_creation
sledgehammer	a heavy long-handled hammer used to drive stakes or wedges	Cause_motion
sleepwear	garments designed to be worn in bed	Wearing
sleeve	the part of a garment that is attached at the armhole and that provides a cloth covering for the arm	Protecting
sleigh	a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow	Self_motion
slingshot	a plaything consisting of a Y-shaped stick with elastic between the arms; used to propel small stones	Cause_harm
slipcover	a removable fitted cloth covering for upholstered furniture	Protecting
slipper	low footwear that can be slipped on and off easily; usually worn indoors	Wearing
slug	a projectile that is fired from a gun	Cause_harm
smock	a loose coverall (coat or frock) reaching down to the ankles	Wearing
snapshot	an informal photograph; usually made with a small hand-held camera	Perception_experience
sneaker	a canvas shoe with a pliable rubber sole	Wearing
snorkel	breathing device consisting of a bent tube fitting into a swimmer's mouth and extending above the surface; allows swimmer to breathe while face down in the water	None of above
snowman	a figure of a person made of packed snow	None of above
snowmobile	tracked vehicle for travel on snow having skis in front	Self_motion
snowplow	a vehicle used to push snow from roads	Removing
snowsuit	a child's overgarment for cold weather	Wearing
snuffbox	a small ornamental box for carrying snuff in your pocket	Containing
sock	hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee	Wearing
sofa	an upholstered seat for more than one person	Supporting
softball	ball used in playing softball	Competition
songbook	a book containing a collection of songs	Reading_activity
spacecraft	a craft capable of traveling in outer space; technically, a satellite around the sun	Self_motion
spacesuit	a pressure suit worn by astronauts while in outer space	Wearing
spandex	an elastic synthetic fabric	None of above
sparkler	diamonds	Wearing
spatula	a turner with a narrow flexible blade	Cooking_creation
speakerphone	a telephone with a microphone and loudspeaker; can be used without picking up a handset; several people can participate in a call at the same time	Contacting
spear	a long pointed rod used as a tool or weapon	Cause_harm
spectacles	optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision	Perception_experience
speedboat	a fast motorboat	Self_motion
speedometer	a meter fixed to a vehicle that measures and displays its speed	Dimension
spittoon	a receptacle for spit (usually in a public place)	Containing
spool	a winder around which thread or tape or film or other flexible materials can be wound	Attaching
spoon	a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food	Ingestion
sprinkler	mechanical device that attaches to a garden hose for watering lawn or garden	Cause_fluidic_motion
squeegee	T-shaped cleaning implement with a rubber edge across the top; drawn across a surface to remove water (as in washing windows)	Removing
stagecoach	a large coach-and-four formerly used to carry passengers and mail on regular routes between towns	Self_motion
stair	support consisting of a place to rest the foot while ascending or descending a stairway	Supporting
stapler	a machine that inserts staples into sheets of paper in order to fasten them together	Attaching
statue	a sculpture representing a human or animal	Perception_experience
statuette	a small carved or molded figure	Perception_experience
steamboat	a boat propelled by a steam engine	Self_motion
steamship	a ship powered by one or more steam engines	Self_motion
stencil	a sheet of material (metal, plastic, cardboard, waxed paper, silk, etc.) that has been perforated with a pattern (printing or a design); ink or paint can pass through the perforations to create the printed pattern on the surface below	Text_creation
stereo	reproducer in which two microphones feed two or more loudspeakers to give a three-dimensional effect to the sound	Make_noise
stethoscope	a medical instrument for listening to the sounds generated inside the body	Perception_experience
stiletto	a small dagger with a tapered blade	Cause_harm
stilt	a column of wood or steel or concrete that is driven into the ground to provide support for a structure	Supporting
stirrup	support consisting of metal loops into which rider's feet go	Supporting
stocking	close-fitting hosiery to cover the foot and leg; come in matched pairs (usually used in the plural)	Wearing
stoneware	ceramic ware that is fired in high heat and vitrified and nonporous	None of above
stool	a simple seat without a back or arms	Supporting
stopwatch	a timepiece that can be started or stopped for exact timing (as of a race)	Dimension
storybook	a book containing a collection of stories (usually for children)	Reading_activity
stove	a kitchen appliance used for cooking food	Cooking_creation
straightjacket	a garment similar to a jacket that is used to bind the arms tightly against the body as a means of restraining a violent person	Wearing
strap	an elongated leather strip (or a strip of similar material) for binding things together or holding something in position	Attaching
streetcar	a wheeled vehicle that runs on rails and is propelled by electricity	Self_motion
streetlight	a lamp supported on a lamppost; for illuminating a street	Light_movement
string	a lightweight cord	None of above
stripe	an adornment consisting of a strip of a contrasting color or material	None of above
strongbox	a strongly made box for holding money or valuables; can be locked	Protecting
stucco	a plaster now made mostly from Portland cement and sand and lime; applied while soft to cover exterior walls or surfaces	Building
submarine	a submersible warship usually armed with torpedoes	Cause_harm
suit	a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color	Wearing
suitcase	a portable rectangular container for carrying clothes	Containing
sundial	timepiece that indicates the daylight hours by the shadow that the gnomon casts on a calibrated dial	Dimension
sundress	a light loose sleeveless summer dress with a wide neckline and thin shoulder straps that expose the arms and shoulders	Wearing
sunglass	a convex lens that focuses the rays of the sun; used to start a fire	Setting_fire
sunglasses	spectacles that are darkened or polarized to protect the eyes from the glare of the sun	Protecting
sunlamp	a mercury-vapor lamp used in medical or cosmetic treatments	Light_movement
sunroof	an automobile roof having a sliding or raisable panel	Protecting
sunscreen	a cream spread on the skin; contains a chemical (as PABA) to filter out ultraviolet light and so protect from sunburn	Protecting
supertanker	the largest class of oil tankers	Bringing
surfboard	a narrow buoyant board for riding surf	Self_motion
suspender	elastic straps that hold trousers up (usually used in the plural)	Wearing
swatch	a sample piece of cloth	None of above
sweater	a crocheted or knitted garment covering the upper part of the body	Wearing
sweatpants	loose-fitting trousers with elastic cuffs; worn by athletes	Wearing
sweatshirt	cotton knit pullover with long sleeves worn during athletic activity	Wearing
swimsuit	tight fitting garment worn for swimming	Wearing
swimwear	tight fitting garment worn for swimming	Wearing
sword	a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard	Cause_harm
syringe	a medical instrument used to inject or withdraw fluids	Cause_fluidic_motion
tablecloth	a covering spread over a dining table	Protecting
tabletop	the top horizontal work surface of a table	Supporting
tableware	articles for use at the table (dishes and silverware and glassware)	Ingestion
tailcoat	formalwear consisting of full evening dress for men	Wearing
taillight	lamp (usually red) mounted at the rear of a motor vehicle	Light_movement
tambourine	a shallow drum with a single drumhead and with metallic disks in the sides	Make_noise
tank	an enclosed armored military vehicle; has a cannon and moves on caterpillar treads	Cause_harm
tanker	a cargo ship designed to carry crude oil in bulk	Bringing
tape	a long thin piece of cloth or paper as used for binding or fastening	Attaching
tarmac	a paving material of tar and broken stone; mixed in a factory and shaped during paving	Building
tarp	waterproofed canvas	None of above
tassel	adornment consisting of a bunch of cords fastened at one end	Wearing
taxi	a car driven by a person whose job is to take passengers where they want to go in exchange for money	Self_motion
taxicab	a car driven by a person whose job is to take passengers where they want to go in exchange for money	Self_motion
teakettle	kettle for boiling water to make tea	Cooking_creation
teapot	pot for brewing tea; usually has a spout and handle	Cooking_creation
telegraph	apparatus used to communicate at a distance over a wire (usually in Morse code)	Contacting
telephone	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	Contacting
telescope	a magnifier of images of distant objects	Perception_experience
television	broadcasting visual images of stationary or moving objects; ;  - Ernie Kovacs	Perception_experience
terrycloth	a pile fabric (usually cotton) with uncut loops on both sides; used to make bath towels and bath robes	None of above
textbook	a book prepared for use in schools or colleges	Reading_activity
thermometer	measuring instrument for measuring temperature	Dimension
thermos	vacuum flask that preserves temperature of hot or cold drinks	Cause_temperature_change
thermostat	a regulator for automatically regulating temperature by starting or stopping the supply of heat	Cause_temperature_change
thong	leather strip that forms the flexible part of a whip	Wearing
throne	the chair of state for a monarch, bishop, etc.	Supporting
thumbtack	a tack for attaching papers to a bulletin board or drawing board	Attaching
tiara	a jeweled headdress worn by women on formal occasions	Wearing
tightrope	tightly stretched rope or wire on which acrobats perform high above the ground	Supporting
tights	skintight knit hose covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls	Wearing
tile	a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces	Building
timber	the wood of trees cut and prepared for use as building material	Building
timer	a timepiece that measures a time interval and signals its end	Dimension
tinfoil	foil made of tin or an alloy of tin and lead	Cooking_creation
tinsel	a showy decoration that is basically valueless	None of above
toboggan	a long narrow sled without runners; boards curve upward in front	Self_motion
toga	a one-piece cloak worn by men in ancient Rome	Wearing
toiletry	artifacts used in making your toilet (washing and taking care of your body)	Grooming
tomahawk	weapon consisting of a fighting ax; used by North American Indians	Cause_harm
tongs	any of various devices for taking hold of objects; usually have two hinged legs with handles above and pointed hooks below	None of above
tool	an implement used in the practice of a vocation	None of above
toolbox	a box or chest or cabinet for holding hand tools	Containing
toothbrush	small brush; has long handle; used to clean teeth	Grooming
toothpick	pick consisting of a small strip of wood or plastic; used to pick food from between the teeth	Removing
topcoat	a heavy coat worn over clothes in winter	Wearing
torch	a light usually carried in the hand; consists of some flammable substance	Light_movement
toupee	a small hairpiece to cover partial baldness	Wearing
tourniquet	bandage that stops the flow of blood from an artery by applying pressure	Cure
towel	a rectangular piece of absorbent cloth (or paper) for drying or wiping	Removing
towline	(nautical) a rope used in towing	Attaching
toy	an artifact designed to be played with	None of above
tractor	a wheeled vehicle with large wheels; used in farming and other applications	Self_motion
train	public transport provided by a line of railway cars coupled together and drawn by a locomotive	Self_motion
trampoline	gymnastic apparatus consisting of a strong canvas sheet attached with springs to a metal frame; used for tumbling	Competition
transponder	electrical device designed to receive a specific signal and automatically transmit a specific reply	Contacting
trapeze	a swing used by circus acrobats	Performing_arts
tray	an open receptacle for holding or displaying or serving articles or food	Containing
treadmill	an exercise device consisting of an endless belt on which a person can walk or jog without changing place	Competition
tricycle	a vehicle with three wheels that is moved by foot pedals	Self_motion
trident	a spear with three prongs	Cause_harm
tripod	a three-legged rack used for support	Supporting
trolley	a wheeled vehicle that runs on rails and is propelled by electricity	Self_motion
trombone	a brass instrument consisting of a long tube whose length can be varied by a U-shaped slide	Make_noise
trouser	(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately	Wearing
truck	an automotive vehicle suitable for hauling	Bringing
trumpet	a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves	Make_noise
trunks	trousers that end at or above the knee	Wearing
tub	a relatively large open container that you fill with water and use to wash the body	Grooming
tuba	the lowest brass wind instrument	Make_noise
tugboat	a powerful small boat designed to pull or push larger ships	Cause_motion
turban	a traditional Muslim headdress consisting of a long scarf wrapped around the head	Wearing
turntable	a circular horizontal platform that rotates a phonograph record while it is being played	Cause_motion
turtle	a sweater or jersey with a high close-fitting collar	Wearing
turtleneck	a sweater or jersey with a high close-fitting collar	Wearing
tux	semiformal evening dress for men	Wearing
tuxedo	semiformal evening dress for men	Wearing
typewriter	hand-operated character printer for printing written messages one character at a time	Text_creation
ukulele	a small guitar having four strings	Make_noise
umbrella	a lightweight handheld collapsible canopy	Protecting
underclothes	undergarment worn next to the skin and under the outer garments	Wearing
undercoat	seal consisting of a coating of a tar or rubberlike material on the underside of a motor vehicle to retard corrosion	Protecting
underpants	an undergarment that covers the body from the waist no further than to the thighs; usually worn next to the skin	Wearing
undershirt	a collarless men's undergarment for the upper part of the body	Wearing
underwear	undergarment worn next to the skin and under the outer garments	Wearing
unicycle	a vehicle with a single wheel that is driven by pedals	Self_motion
uniform	clothing of distinctive design worn by members of a particular group as a means of identification	Wearing
urinal	a plumbing fixture (usually attached to the wall) used by men to urinate	Excreting
urn	a large vase that usually has a pedestal or feet	Containing
utensil	an implement for practical use (especially in a household)	None of above
vase	an open jar of glass or porcelain used as an ornament or to hold flowers	Containing
vehicle	a conveyance that transports people or objects	Self_motion
vent	a hole for the escape of gas or air	None of above
vest	a man's sleeveless garment worn underneath a coat	Wearing
vibrator	a mechanical device that vibrates	None of above
